ID,HasRevenue
1,0.25288848553648224
2,0.2617740386810795
3,0.8905926717872849
4,0.2686881069450717
5,0.2555287217942773
6,0.22840664680970002
7,0.26547605522445333
8,0.9891899788569483
9,0.26071950564570084
10,0.2583696514150866
11,0.245380244555316
12,0.19770254843349064
13,0.2418245388538966
14,0.25759844006798116
15,0.25637429793588074
16,0.9993596157238903
17,0.2915149613397484
18,0.27803312257021784
19,0.2661134291145222
20,0.25797089246101546
21,0.24603912712076956
22,0.998164102430444
23,0.24671583219510287
24,0.9999999999784537
25,0.22834834228547637
26,0.23031783012748783
27,0.2584536225673544
28,0.25801745230259865
29,0.276945395111008
30,0.5100188526465679
31,0.9996033539997873
32,0.2742593686112589
33,0.19770254843349064
34,0.2494279471402293
35,0.9999999999722782
36,0.2675757897728076
37,0.2708821676523972
38,0.28643423953706304
39,0.2632651468498055
40,0.9980413321567644
41,0.19747740307873182
42,0.5766361848401277
43,0.24461880415617734
44,0.25074395069319527
45,0.23915263727744562
46,0.9999896923837924
47,0.25275343094823305
48,0.19770254843349064
49,0.23947307461428533
50,0.2614386570974954
51,0.2582018675617309
52,0.2580409913548786
53,0.23104668184374763
54,0.19770254843349064
55,0.2516945039350324
56,0.2505079962130547
57,0.26233509180653464
58,0.9999500538163607
59,0.26355187855638706
60,0.26371835504937174
61,0.6210724570937393
62,0.259816290443664
63,0.2504191790451418
64,0.24966312431722334
65,0.286290594961127
66,0.9992688065275017
67,0.45875246758548
68,0.2897329414264471
69,0.19792788717007134
70,0.2484836037704032
71,0.25311932143280486
72,0.9464662617765032
73,0.26110738944793893
74,0.2483506239714518
75,0.2861039783816965
76,0.3388198290391859
77,0.2509550811181929
78,0.8421485433492455
79,0.2500990853143845
80,0.2460549475835575
81,0.2774710076665337
82,0.24246379106414193
83,0.248547463592068
84,0.4122305418112529
85,0.2079622291126346
86,0.9995937071282538
87,0.2185362030192859
88,0.24647159382247838
89,0.25941831481740796
90,0.24790766863297295
91,0.2819057455815539
92,0.9646068457045619
93,0.24913362921820437
94,0.9999998732985501
95,0.26191347814138277
96,0.2803189704612264
97,0.25109676832776734
98,0.9927912276914603
99,0.26447439134767975
100,0.2490395520106252
101,0.23849007949109313
102,0.2636191280465151
103,0.7832724366479943
104,0.2534709403921687
105,0.26725310419022436
106,0.2576665612169617
107,0.2798372235436828
108,0.2588627669273023
109,0.26689423036932614
110,0.2637865445658991
111,0.2784004078574582
112,0.5535733174934466
113,0.281655831654849
114,0.2678877109006047
115,0.19770254843349064
116,0.2761871590845876
117,0.2712628504792507
118,0.25307877638859794
119,0.2357242990005353
120,0.9999928594492287
121,0.2537571171654672
122,0.2456159155848664
123,0.2541727958555424
124,0.19770254843349064
125,0.9999840275194786
126,0.2478605743247842
127,0.22960075152251816
128,0.26717069198573024
129,0.26033228186736174
130,0.9990437827886609
131,0.2545515800786367
132,0.2790322778908926
133,0.22837749323764614
134,0.25196331748165857
135,0.25808164324780475
136,0.27822154724799136
137,0.25532035017133176
138,0.9977283844891522
139,0.2553257117970744
140,0.25604626509865064
141,0.9845789323783197
142,0.8964651381388273
143,0.22068964091245927
144,0.2528971025253513
145,0.19770254843349064
146,0.29184434105288776
147,0.970226526392698
148,0.24615546815950326
149,0.23786980635605454
150,0.32964870556962306
151,0.22290769618970852
152,0.2491139906756337
153,0.23907046605816484
154,0.19815341931023686
155,0.2659176081965205
156,0.24531540159050427
157,0.2555381072249147
158,0.8779641687529525
159,0.2671066035062163
160,0.2509756862840107
161,0.22851912084243295
162,0.9919157213834741
163,0.9186251218711288
164,0.7039921128919183
165,0.26514329461755226
166,0.2851846496953158
167,0.9955510228102243
168,0.2511844564286928
169,0.9950842715634477
170,0.40945679193237594
171,0.2498972688333565
172,0.253065996019312
173,0.26418019794369535
174,0.2437162730428274
175,0.9776603672065751
176,0.2288859733812196
177,0.25992154318026317
178,0.9999827877599288
179,0.8603987711415252
180,0.20729796081365176
181,0.25007228605731513
182,0.2591998334989899
183,0.2561757209753954
184,0.2694972472436981
185,0.215047957772719
186,0.2717825932272531
187,0.19770254843349064
188,0.24643960214591293
189,0.8365628943178336
190,0.23977018706550418
191,0.8926326132905453
192,0.25822389724115136
193,0.4939734601385675
194,0.2632922250119346
195,0.24821003626183058
196,0.9999735118103366
197,0.2489133421223568
198,0.6428480181667684
199,0.24482694184297474
200,0.27618175298114084
201,0.2566864564813629
202,0.746230331578057
203,0.2577349024105372
204,0.28745756296509617
205,0.4020503420379922
206,0.9999999235311375
207,0.42948146474425136
208,0.2526197330205924
209,0.2508787044304344
210,0.3667143220645748
211,0.8755062191647598
212,0.2462992817938637
213,0.2647753082542711
214,0.2861270428549516
215,0.19770254843349064
216,0.27693143386555263
217,0.2807729467116561
218,0.228119908182042
219,0.2766738508364256
220,0.254140675406366
221,0.971595576718251
222,0.2374746457553393
223,0.26231262584705733
224,0.27683258939268657
225,0.24768484614513783
226,0.227453016487834
227,0.23158674127321302
228,0.2967752717721779
229,0.273751886844072
230,0.28304967994247476
231,0.2533301192253728
232,0.9981357269889323
233,0.9999966389910749
234,0.32341232901207523
235,0.2580037326921887
236,0.9800508428911204
237,0.9882154451900436
238,0.2524016453019648
239,0.9833096983027672
240,0.9997379078449188
241,0.19770254843349064
242,0.3034041576579104
243,0.2679548075569684
244,0.24715384765738835
245,0.2612819458343267
246,0.2596226864653781
247,0.26566648833240153
248,0.9992918114152768
249,0.34085993255441627
250,0.23493570793360333
251,0.255879534591738
252,0.2400705398030601
253,0.9894755378374623
254,0.2630664322414951
255,0.24802369932836307
256,0.23130338870227113
257,0.2543404610064245
258,0.23084939420119066
259,0.2734511436728754
260,0.25498954586999617
261,0.24998930039729192
262,0.24052054716367985
263,0.2837996030009446
264,0.2574958965870684
265,0.25054403399419684
266,0.2774225893654491
267,0.24933483458666675
268,0.2536581256188626
269,0.8770653340790154
270,0.24992138020741386
271,0.19792788717007134
272,0.2293462400151582
273,0.2499663590828481
274,0.26953238695631127
275,0.22883003382476355
276,0.8027095815427027
277,0.23322888507084488
278,0.23991668308499278
279,0.5683021995379092
280,0.2794164929706001
281,0.8725130269884727
282,0.2478234495764896
283,0.19770254843349064
284,0.23970744059373783
285,0.26304088057633385
286,0.19770254843349064
287,0.24583871935566576
288,0.2569176728236439
289,0.26261443097091314
290,0.9997340830307496
291,0.2550212167991132
292,0.8207623652522847
293,0.8932254104280563
294,0.26825028105599485
295,0.3618339122541867
296,0.24449691433806092
297,0.24892177064436938
298,0.8440371027459991
299,0.2512331212666178
300,0.2610089080756326
301,0.28112103761988727
302,0.9594895550300037
303,0.19770254843349064
304,0.43678971351191004
305,0.9999999986269195
306,0.21375135308389043
307,0.19770254843349064
308,0.2676214624454714
309,0.9941173129606576
310,0.19770254843349064
311,0.2927946776543412
312,0.2671469359396282
313,0.2549918541744174
314,0.2757290870337566
315,0.2455123182508344
316,0.2667384335428557
317,0.26215549385379466
318,0.22856078778229086
319,0.9999962426123905
320,0.2556319070585354
321,0.6064126338344054
322,0.235504882439788
323,0.25579970596668333
324,0.250631657268572
325,0.8882569768059002
326,0.19770254843349064
327,0.2477636326864517
328,0.22616132586314716
329,0.2385835524500434
330,0.24773943156550465
331,0.2530949983932056
332,0.3941547255097275
333,0.25979109557171737
334,0.21579818689309227
335,0.6831988994508758
336,0.3582309007389283
337,0.9546105372432405
338,0.2587308272218644
339,0.15871570555940046
340,0.23899384586477648
341,0.19770254843349064
342,0.27772296016697423
343,0.24415897652735905
344,0.3199240306677633
345,0.25723649780243274
346,0.23950320495712454
347,0.35145937370224745
348,0.24542039911967523
349,0.2555071432147072
350,0.655730729645807
351,0.26038212609739914
352,0.23781867021612726
353,0.3057418847094033
354,0.2476457479289981
355,0.2394805226415714
356,0.26365171618261446
357,0.342683358907708
358,0.9999969089016797
359,0.4276041620160267
360,0.23892496246041012
361,0.2668184663050059
362,0.2101084916256514
363,0.38945243840820115
364,0.2609804595572253
365,0.2421373608700866
366,0.2619312607607787
367,0.24936801072330134
368,0.25679323083443345
369,0.2477517638844221
370,0.240009351882395
